t,f,y,y_se,d
0.05050505050505051,-0.06642363183889648,-0.053148770688329725,0.1,1
0.06060606060606061,-0.2381996748805852,-0.25332935087679553,0.1,1
0.07070707070707072,-0.3820271206613378,-0.26206963258558097,0.1,1
0.10101010101010102,-0.4206357829232545,-0.35583790756816014,0.1,1
0.11111111111111112,-0.2782304644119471,-0.3314354967172762,0.1,1
0.12121212121212122,-0.0786546177573442,0.10246406138310049,0.1,1
0.13131313131313133,0.14786176265104325,0.06603876291207135,0.1,1
0.14141414141414144,0.3643569697678531,0.4697671885373067,0.1,1
0.15151515151515152,0.533078689540527,0.6387875065502278,0.1,1
0.16161616161616163,0.6219818897083207,0.5203929412239348,0.1,1
0.17171717171717174,0.6106523052835289,0.6970094395051062,0.1,1
0.19191919191919193,0.28713612774955805,0.3063392783832093,0.1,1
0.20202020202020204,0.018001784725771658,0.15119471441650378,0.1,1
0.21212121212121213,-0.27054880081263116,-0.23849884286883777,0.1,1
0.22222222222222224,-0.530414332233755,-0.6665841472823529,0.1,1
0.23232323232323235,-0.7155618091441482,-0.7481367530360977,0.1,1
0.24242424242424243,-0.7900870753096959,-0.7100406850673742,0.1,1
0.25252525252525254,-0.7349804335393996,-0.779814546555538,0.1,1
0.26262626262626265,-0.5523415269463452,-0.5102460327684771,0.1,1
0.27272727272727276,-0.26617072722718077,-0.373657042772384,0.1,1
0.2828282828282829,0.08053990624647123,0.08671930444566739,0.1,1
0.29292929292929293,0.43220736675743343,0.5285701762407073,0.1,1
0.30303030303030304,0.7295032882178983,0.629144500674662,0.1,1
0.31313131313131315,0.9193038758153386,1.0024295188342467,0.1,1
0.32323232323232326,0.9640815327702091,0.9374743873549968,0.1,1
0.33333333333333337,0.8490789093073677,0.8552105784424451,0.1,1
0.3434343434343435,0.585892961432333,0.5763427885564476,0.1,1
0.3535353535353536,0.2117752222511786,0.23833969274331904,0.1,1
0.36363636363636365,-0.21553572235778765,-0.3230230971617936,0.1,1
0.37373737373737376,-0.6266686818455114,-0.7760860159194414,0.1,1
0.393939393939394,-1.1328122297057528,-1.2143572659207582,0.1,1
0.4040404040404041,-1.1328748653120562,-1.114130268115351,0.1,1
0.4141414141414142,-0.9443127758006372,-1.1553254631153802,0.1,1
0.42424242424242425,-0.5907029483359528,-0.6539814255641011,0.1,1
0.4747474747474748,1.344852204229121,1.2836372685819188,0.1,1
0.48484848484848486,1.2871944446544952,1.3539250184711895,0.1,1
0.494949494949495,1.015077653452488,0.8347933164505916,0.1,1
0.5050505050505051,0.5658339758447957,0.6092617160842744,0.1,1
0.5151515151515152,0.007468488092368767,-0.045116857589520144,0.1,1
0.5252525252525253,-0.5716092780865666,-0.4491105665780935,0.1,1
0.5353535353535354,-1.0766311872342895,-1.132614980038573,0.1,1
0.5454545454545455,-1.4219971626496657,-1.4268602344526695,0.1,1
0.5555555555555556,-1.545737352616411,-1.7010515466796852,0.1,1
0.5656565656565657,-1.4204992242574372,-1.4328718514342718,0.1,1
0.5757575757575758,-1.0591111057025082,-1.1413533774099607,0.1,1
0.5858585858585859,-0.5136303318036346,-0.6414654913660763,0.1,1
0.595959595959596,0.1321127214996363,0.18565330413210251,0.1,1
0.6060606060606061,0.7754378463534292,0.707299421895911,0.1,1
0.6161616161616162,1.311197014305654,1.3184384758106422,0.1,1
0.6262626262626263,1.6489678924783457,1.7495150540199518,0.1,1
0.6363636363636365,1.7283010915181578,1.7825385582256716,0.1,1
0.7777777777777778,1.7544111390169999,1.6817049622642215,0.1,1
0.787878787878788,2.0505547925984775,2.1485300989336142,0.1,1
0.797979797979798,2.0245603461352912,2.011810449775307,0.1,1
0.8080808080808082,1.6745782168970325,1.7390582722278964,0.1,1
0.8181818181818182,1.0506893780565272,1.2343629703764483,0.1,1
0.8282828282828284,0.2477677868374158,0.324447942940591,0.1,1
0.8383838383838385,-0.6090351663092124,-0.5739905049952487,0.1,1
0.8484848484848485,-1.3838686063187693,-1.4720797291281238,0.1,1
0.8585858585858587,-1.9517798649192533,-2.008490013444253,0.1,1
0.8686868686868687,-2.2188751051142823,-2.354936918592268,0.1,1
0.9090909090909092,-0.14301152658874583,-0.11636159488711988,0.1,1
0.9191919191919192,0.7651689971206961,0.7119493814174692,0.1,1
0.9292929292929294,1.5655893136220276,1.500947211467633,0.1,1
0.9393939393939394,2.129856139724267,1.9762132574468496,0.1,1
0.9494949494949496,2.3653406924179152,2.3423186040259116,0.1,1
0.9595959595959597,2.230342846084043,2.304014119993546,0.1,1
0.9696969696969697,1.741320643800375,1.9750838970624198,0.1,1
0.9797979797979799,0.9710091168365955,0.8951956753105157,0.1,1
0.98989898989899,0.03755591625906528,-0.1062594720040113,0.1,1
0,-0.95232769838842,-0.9779525607437677,0.1,2
0.010101010101010102,-0.6849224556697395,-0.7088150756829832,0.1,2
0.020202020202020204,-0.36281678129212636,-0.34212778250832243,0.1,2
0.030303030303030304,-0.012898470776323535,-0.06600287250313855,0.1,2
0.04040404040404041,0.33583025000972144,0.3836493074975783,0.1,2
0.05050505050505051,0.6546379282041019,0.6566020263604597,0.1,2
0.06060606060606061,0.9174386628893474,1.0413893515500696,0.1,2
0.07070707070707072,1.10294008616879,1.1432693122847266,0.1,2
0.08080808080808081,1.1963483024025743,1.124871666388821,0.1,2
0.09090909090909091,1.1905782775202136,1.1396070426783473,0.1,2
0.10101010101010102,1.0867739955594387,1.1811521201722721,0.1,2
0.11111111111111112,0.8941488376832547,0.9233340538603114,0.1,2
