t,f,y,y_se,d
0,1.4175419978661254,1.2348678705527951,0.25,1
0.010101010101010102,1.4556398906757344,1.154557236008287,0.25,1
0.020202020202020204,1.4912689187330312,1.382550969763942,0.25,1
0.030303030303030304,1.5242892061261828,1.981679143398881,0.25,1
0.04040404040404041,1.5545655136007677,1.468568842174906,0.25,1
0.05050505050505051,1.5819689445589802,1.3299993725902204,0.25,1
0.06060606060606061,1.6063767140560232,1.7938340677609481,0.25,1
0.07070707070707072,1.6276735607594541,2.056237947956919,0.25,1
0.08080808080808081,1.6457519480536302,1.611169123876259,0.25,1
0.09090909090909091,1.6605126385499935,1.9372380792945405,0.25,1
0.10101010101010102,1.6718652617678844,1.704742607313706,0.25,1
0.11111111111111112,1.6797294386212736,1.8331999919337112,0.25,1
0.12121212121212122,1.6840343092315089,1.7159786916250928,0.25,1
0.13131313131313133,1.684720185579425,1.7308266785234783,0.25,1
0.14141414141414144,1.6817377335297283,1.6331380777758344,0.25,1
0.15151515151515152,1.6750497293753186,1.6252933912201533,0.25,1
0.16161616161616163,1.66463014223593,1.472625205868997,0.25,1
0.17171717171717174,1.6504659937222363,1.8226676710601137,0.25,1
0.18181818181818182,1.632555418988613,1.7883759131428336,0.25,1
0.19191919191919193,1.6109100826207514,1.6562164396298311,0.25,1
0.20202020202020204,1.5855542594416443,1.1462316700182495,0.25,1
0.21212121212121213,1.5565247072510855,1.4666677727804849,0.25,1
0.22222222222222224,1.5238709951553744,1.0962569867352228,0.25,1
0.23232323232323235,1.4876552112152255,1.4707113271345007,0.25,1
0.24242424242424243,1.447952584982274,1.5222171343832565,0.25,1
0.25252525252525254,1.40485005611323,1.2493440800915314,0.25,1
0.26262626262626265,1.3584469363774172,1.5013245316007193,0.25,1
0.27272727272727276,1.308853983752189,1.2998953000087359,0.25,1
0.2828282828282829,1.2561932742590756,0.9505756135167822,0.25,1
0.29292929292929293,1.200597934042919,1.2867382318335434,0.25,1
0.30303030303030304,1.1422108119190673,1.5679585203345285,0.25,1
0.31313131313131315,1.0811846511076146,1.2685305821796864,0.25,1
0.32323232323232326,1.017680637309836,1.2083882383596636,0.25,1
0.33333333333333337,0.9518682164841951,0.6537978224158276,0.25,1
0.3434343434343435,0.8839243876189515,1.0794726465368047,0.25,1
0.3535353535353536,0.8140329032020206,1.020849832139787,0.25,1
0.36363636363636365,0.7423817886118826,0.7896666513390599,0.25,1
0.37373737373737376,0.6691652299201449,0.8614032149096197,0.25,1
0.38383838383838387,0.5945800119790633,0.476347298600578,0.25,1
0.393939393939394,0.5188267013952166,0.43929855868146994,0.25,1
0.4040404040404041,0.4421065746420177,0.17238323781128323,0.25,1
0.4141414141414142,0.36462255420628453,0.24127703430552347,0.25,1
0.42424242424242425,0.2865769121284485,0.734022561475125,0.25,1
0.43434343434343436,0.2081707512122193,0.03845728660330194,0.25,1
0.4444444444444445,0.1296028126795588,-0.02469481820818384,0.25,1
0.4545454545454546,0.05106972692762679,0.18751472073330083,0.25,1
0.4646464646464647,-0.027236907747410413,-0.21631994442386332,0.25,1
0.4747474747474748,-0.10512981978053394,-0.028638631277203785,0.25,1
0.48484848484848486,-0.18242788480843455,-0.05759907482910337,0.25,1
0.494949494949495,-0.25895625808257433,0.01950748597800206,0.25,1
0.5050505050505051,-0.3345465425398778,-0.7441718056459015,0.25,1
0.5151515151515152,-0.4090385933085569,-0.34426185941323884,0.25,1
0.5252525252525253,-0.48228135065017635,-0.7422539894325124,0.25,1
0.5353535353535354,-0.5541323358417598,-0.3903390534928597,0.25,1
0.5454545454545455,-0.6244573680665929,-0.7372132391974271,0.25,1
0.5555555555555556,-0.6931330776993518,-0.3382027510424118,0.25,1
0.5656565656565657,-0.7600459108572591,-0.41635666865089166,0.25,1
0.5757575757575758,-0.8250921123200944,-1.0155292868571568,0.25,1
0.5858585858585859,-0.8881782918299029,-1.0248372640421035,0.25,1
0.595959595959596,-0.9492212366931089,-0.9212475722213994,0.25,1
0.6060606060606061,-1.0081480788859833,-0.9772016848195623,0.25,1
0.6161616161616162,-1.0648956957201112,-1.609387615948331,0.25,1
0.6262626262626263,-1.119410986632544,-1.120864286586407,0.25,1
0.6363636363636365,-1.1716500801901484,-0.6365052292906134,0.25,1
0.6464646464646465,-1.2215781855161654,-0.8275539850493661,0.25,1
0.6565656565656566,-1.269169103253946,-1.1433596195460964,0.25,1
0.6666666666666667,-1.3144047289238412,-0.99502892343067,0.25,1
0.6767676767676768,-1.3572744543213942,-1.3593594580279342,0.25,1
0.686868686868687,-1.3977742003585247,-0.9260051827334296,0.25,1
0.696969696969697,-1.4359063539353754,-1.6749665184192186,0.25,1
0.7070707070707072,-1.47167841555662,-1.405138339254829,0.25,1
0.7171717171717172,-1.5051026666278982,-1.5936760270000059,0.25,1
0.7272727272727273,-1.5361951916164498,-1.4395202895405987,0.25,1
0.7373737373737375,-1.5649750798309592,-1.8856829979266692,0.25,1
0.7474747474747475,-1.5914637343062215,-1.547746308657288,0.25,1
0.7575757575757577,-1.6156838931738118,-1.873363587825372,0.25,1
0.7676767676767677,-1.637659005525061,-1.7037734296375178,0.25,1
0.7777777777777778,-1.6574125065352916,-2.260975428780041,0.25,1
0.787878787878788,-1.6749667807946593,-1.5936080113291433,0.25,1
0.797979797979798,-1.6903426916626687,-1.8901449109972142,0.25,1
0.8080808080808082,-1.703558951859445,-1.3104551929903545,0.25,1
0.8181818181818182,-1.7146313659619412,-1.7238788491813235,0.25,1
0.8282828282828284,-1.7235723086132846,-1.7590542348928742,0.25,1
0.8383838383838385,-1.730390347789263,-1.8722472258934115,0.25,1
0.8484848484848485,-1.7350896916355105,-1.4775154140843092,0.25,1
0.8585858585858587,-1.737669789471093,-2.150584729836781,0.25,1
0.8686868686868687,-1.7381253306184654,-1.8711117245161852,0.25,1
0.8787878787878789,-1.7364457561806934,-2.1518927817307354,0.25,1
0.888888888888889,-1.7326152125334282,-2.10974331236873,0.25,1
0.8989898989898991,-1.7266127979452701,-1.8721259607325966,0.25,1
0.9090909090909092,-1.71841224377338,-1.8690020755423529,0.25,1
0.9191919191919192,-1.7079822662787874,-0.8773061220157667,0.25,1
0.9292929292929294,-1.6952868337548512,-1.8994005080846879,0.25,1
0.9393939393939394,-1.6802854946516785,-1.4154743264540477,0.25,1
0.9494949494949496,-1.662933591115143,-1.584327601443332,0.25,1
0.9595959595959597,-1.6431828997900757,-1.5731346744446382,0.25,1
0.9696969696969697,-1.6209822903748485,-1.4456318379334472,0.25,1
0.9797979797979799,-1.5962781057641917,-1.7851081553283537,0.25,1
0.98989898989899,-1.5690149611566484,-1.5909465370037148,0.25,1
1,-1.5391367056330427,-1.376040401332948,0.25,1
