t,f,y,y_se,d
0.03589375448671931,0.31442808593450156,0.9322932340801794,0.25,1
0.07178750897343862,0.6210360637483376,0.4457363668215626,0.25,1
0.10768126346015794,0.912198318414032,0.8213880195314582,0.25,1
0.14357501794687724,1.1806733838730568,1.11253034120863,0.25,1
0.25125628140703515,1.7870027914297482,1.6496936863736893,0.25,1
0.3230437903804738,1.9775494691740052,1.8542785992016466,0.25,1
0.3589375448671931,1.9999376937883127,1.9351504328824045,0.25,1
0.3948312993539124,1.9725856766760055,1.8966774889987226,0.25,1
0.46661880832735103,1.7726021593864174,1.672667338437159,0.25,1
0.5025125628140703,1.604944428403156,1.6492729580390597,0.25,1
0.5384063173007897,1.3973702919866131,1.0536003391852184,0.25,1
0.574300071787509,1.1550423048271772,0.9260693460421728,0.25,1
0.6101938262742282,0.883987381011159,1.0300532141548164,0.25,1
0.6819813352476669,0.28320903884990317,0.16130661277256003,0.25,1
0.7178750897343862,-0.031572484027273154,-0.005327627001713169,0.25,1
0.7537688442211056,-0.34556877094819927,-0.4150126745883891,0.25,1
0.7896625987078248,-0.6509704530204237,-0.9703940897915972,0.25,1
0.8255563531945441,-0.9401819168720055,-0.7059522671174965,0.25,1
0.8614501076812635,-1.2060102143592293,-0.9913276695582075,0.25,1
0.9332376166547021,-1.641817750258525,-2.02013491184575,0.25,1
0.9691313711414213,-1.800958064913503,-1.8524198807778545,0.25,1
1.0050251256281406,-1.915306939431859,-2.124094025858332,0.25,1
1.0768126346015794,-1.9994392673869559,-2.1570728509094943,0.25,1
1.1127063890882987,-1.96713027447274,-2.235157853883522,0.25,1
1.1844938980617372,-1.7577597577229207,-1.8633047351334393,0.25,1
1.2203876525484565,-1.5859054661655583,-1.4928104924288232,0.25,1
1.2562814070351758,-1.3746082852183699,-1.3156505889232262,0.25,1
1.2921751615218953,-1.1291233650238361,-1.0661123368027807,0.25,1
1.3639626704953338,-0.5607104584340287,-0.33443385475101617,0.25,1
1.4357501794687724,0.0631370995296195,-0.027872718623595596,0.25,1
1.4716439339554916,0.3766233329794343,0.4633751397774411,0.25,1
1.5075376884422111,0.6807426068082261,0.885796786768886,0.25,1
1.5434314429289304,0.9679312022856779,1.1948846184188286,0.25,1
1.5793251974156497,1.2310464818163587,1.1680799809039555,0.25,1
1.615218951902369,1.4635445327341527,1.4750379361506956,0.25,1
1.6511127063890882,1.6596429202714509,1.2086065792496905,0.25,1
1.722900215362527,1.924158726188926,1.7178547258182997,0.25,1
1.7587939698492463,1.9859973995573394,1.8141047624080178,0.25,1
1.7946877243359656,1.9984425388025513,1.8547988146360366,0.25,1
