t,f,y,y_se,d
0.030303030303030304,1.5400540168754553,1.3043750396032703,0.2,1
0.06060606060606061,1.1817894613438054,1.3228232037633982,0.2,1
0.07070707070707072,1.0562102557154827,1.2144699792360958,0.2,1
0.08080808080808081,0.9280447199788063,0.9716731670298668,0.2,1
0.11111111111111112,0.5311089797081282,0.6589835627066749,0.2,1
0.12121212121212122,0.39570269754755266,0.39678680600294697,0.2,1
0.13131313131313133,0.2592849835348346,0.28341812310010595,0.2,1
0.16161616161616163,-0.15276973141475542,-0.3532441866380659,0.2,1
0.17171717171717174,-0.28996036132901803,-0.14421373509959437,0.2,1
0.21212121212121213,-0.82918478995585,-0.7870167246234671,0.2,1
0.2828282828282829,-1.6873357686244836,-1.7495188567713549,0.2,1
0.29292929292929293,-1.7962558263825577,-1.6643967263664192,0.2,1
0.30303030303030304,-1.900931386035323,-1.8623351060174538,0.2,1
0.31313131313131315,-2.001109628228529,-2.257238375871764,0.2,1
0.36363636363636365,-2.426488959538974,-2.258808662268892,0.2,1
0.43434343434343436,-2.7767576877804543,-2.93688161002662,0.2,1
0.4444444444444445,-2.801063446174418,-3.3624219665815738,0.2,1
0.48484848484848486,-2.8310507358523704,-2.887755350872575,0.2,1
0.5050505050505051,-2.8054675683756374,-2.837860240100739,0.2,1
0.5151515151515152,-2.7825864025788154,-3.0178973023998354,0.2,1
0.5353535353535354,-2.716903724822599,-2.2731456679076696,0.2,1
0.5454545454545455,-2.674254199569813,-2.756292317548756,0.2,1
0.5555555555555556,-2.6251925693160456,-2.976004492342425,0.2,1
0.5757575757575758,-2.5083082055442985,-2.6177514229084538,0.2,1
0.6060606060606061,-2.288245776081949,-2.0360270515507928,0.2,1
0.6161616161616162,-2.2036403014160855,-2.2062006479460963,0.2,1
0.6363636363636365,-2.018733092248775,-2.084393741885228,0.2,1
0.6464646464646465,-1.918869467531419,-1.9333850520695608,0.2,1
0.696969696969697,-1.3552505089460318,-1.3945651895044053,0.2,1
0.7171717171717172,-1.1048444543222604,-0.947272331300314,0.2,1
0.7373737373737375,-0.8436814094707442,-0.48618632834890263,0.2,1
0.7676767676767677,-0.43723732693270573,-0.5413286846044989,0.2,1
0.7777777777777778,-0.2991256945481347,-0.18357643428655349,0.2,1
0.787878787878788,-0.1602466303894914,-0.2009776811803373,0.2,1
0.8080808080808082,0.11848502240097483,-0.01325091676986459,0.2,1
0.8585858585858587,0.8054630048205373,0.640982009906571,0.2,1
0.8686868686868687,0.9385325650219423,0.8554608395429272,0.2,1
0.9090909090909092,1.4457460673139966,1.5767255641333815,0.2,1
0.9696969696969697,2.0989524051747033,1.8370447084242798,0.2,1
0.98989898989899,2.2794660981960826,1.9079253344654339,0.2,1
0.010101010101010102,2.600212680930622,2.6880274907806374,0.2,2
0.020202020202020204,2.5383453477303255,2.55071764683011,0.2,2
0.030303030303030304,2.4627410860727,2.3847273687394077,0.2,2
0.05050505050505051,2.2719241118509244,2.3334903173758272,0.2,2
0.09090909090909091,1.7469536011181777,1.599488893312478,0.2,2
0.10101010101010102,1.589745996857825,1.4350507615729962,0.2,2
0.12121212121212122,1.249754200417086,1.3183212450348871,0.2,2
0.13131313131313133,1.0687626218546429,0.9833422402257646,0.2,2
0.14141414141414144,0.8817047754626228,0.9214928943907557,0.2,2
0.17171717171717174,0.29419463562348824,0.048426203624496234,0.2,2
0.20202020202020204,-0.3107358612168757,-0.3664216902883132,0.2,2
0.21212121212121213,-0.5112250286215912,-0.4635022667320774,0.2,2
0.22222222222222224,-0.7093342913791835,-0.9944600850629111,0.2,2
0.26262626262626265,-1.4568511018793975,-1.6088319951376668,0.2,2
0.2828282828282829,-1.7895412416039478,-1.6060057267237111,0.2,2
0.29292929292929293,-1.942325479811833,-1.8037085712399306,0.2,2
0.30303030303030304,-2.0849288760290943,-2.1671980790955185,0.2,2
0.31313131313131315,-2.2165607131036538,-2.125717617777975,0.2,2
0.32323232323232326,-2.336487430588096,-2.1693101600508635,0.2,2
0.36363636363636365,-2.686677734043596,-3.078091340397422,0.2,2
0.37373737373737376,-2.73933105985273,-2.871151772806532,0.2,2
0.38383838383838387,-2.777277311263132,-2.549686623363937,0.2,2
0.393939393939394,-2.8002762094234575,-2.524233363989332,0.2,2
0.4141414141414142,-2.8008725769906815,-2.6373230661549742,0.2,2
0.42424242424242425,-2.7783927032668063,-3.2717828268200035,0.2,2
0.43434343434343436,-2.7408120861391994,-3.1053883542978067,0.2,2
0.4444444444444445,-2.68829611152843,-2.8257542266298104,0.2,2
0.4545454545454546,-2.621091298664521,-2.613730806802167,0.2,2
0.5151515151515152,-1.9330257692205532,-1.9944284443139515,0.2,2
0.5252525252525253,-1.7763607989216528,-2.198900997130146,0.2,2
0.5454545454545455,-1.4338400524381598,-1.2080129800181019,0.2,2
0.5555555555555556,-1.2497891986257685,-1.028991600129352,0.2,2
0.5757575757575758,-0.8609799457161315,-1.116547169792143,0.2,2
0.6060606060606061,-0.24177953820986453,-0.20143807450515075,0.2,2
0.6161616161616162,-0.030193527822825916,-0.019407946428929148,0.2,2
0.6363636363636365,0.39392304857124805,0.5259211257921834,0.2,2
0.6464646464646465,0.6041499260717358,0.7395424294614272,0.2,2
0.6666666666666667,1.0152108725925093,0.725084335638934,0.2,2
0.6767676767676768,1.2137906836342873,1.1864724854918514,0.2,2
0.686868686868687,1.4062688909774737,1.5958626285003286,0.2,2
0.7070707070707072,1.768696419859575,2.084846856924998,0.2,2
0.7272727272727273,2.094433518175322,2.1843252231835266,0.2,2
0.7474747474747475,2.376165778727249,2.3402820872395944,0.2,2
0.7676767676767677,2.607489453871993,2.5980200597276837,0.2,2
0.7777777777777778,2.702532272187661,2.673067030936259,0.2,2
0.787878787878788,2.7830570929879053,2.5118265918454297,0.2,2
0.8080808080808082,2.898701052348147,2.9379690057044447,0.2,2
0.8282828282828284,2.9515330162128395,3.006244820844454,0.2,2
0.8585858585858587,2.9100295139799743,3.049478647638126,0.2,2
0.8686868686868687,2.8640122423188794,3.017844789730896,0.2,2
0.8787878787878789,2.802167735984676,2.6125399996525123,0.2,2
0.8989898989898991,2.632243058664667,2.8403324946581274,0.2,2
0.9090909090909092,2.5249986291263027,2.664494710122968,0.2,2
0.9191919191919192,2.4035950464447438,2.258364625264985,0.2,2
0.9292929292929294,2.268653484136662,2.531716561120391,0.2,2
0.9393939393939394,2.1208720745564054,2.036087411790255,0.2,2
0.9696969696969697,1.6085331115614212,1.6075754094301504,0.2,2
0.98989898989899,1.2186491647330426,1.4191849872742952,0.2,2
1,1.0122587641287877,1.0189230522218988,0.2,2
